image_id,h,w,apo_h,apo_w,pa_deg,mt_px,n_fasc,ok,note
image_0376,1080,1640,864,1152,11.843049740574468,378.98088384426296,13,True,blend
image_0377,1080,1640,864,1152,5.18265320013149,296.3174586603395,3,True,trig
image_0378,1080,1640,864,1152,5.362840997615833,261.161117327334,3,True,trig
image_0379,1080,1640,864,1152,4.588229194522769,306.15042839413644,8,True,trig
image_0380,1080,1640,864,1152,13.612832024084494,390.11035036784415,11,True,blend
image_0381,1080,1640,864,1152,4.7065980696254215,221.86194037674906,7,True,blend
image_0382,1080,1640,864,1152,12.380234934111883,412.6498679302361,8,True,blend
image_0383,1080,1640,864,1152,,,0,False,no plausible aponeurosis pair
image_0384,1080,1640,864,1152,,,0,False,no plausible aponeurosis pair
image_0385,1080,1640,864,1152,,,0,False,no plausible aponeurosis pair
image_0386,1080,1640,864,1152,10.039348867298575,535.9570218260409,12,True,trig
image_0387,1080,1640,864,1152,16.991182105976492,563.7557463395907,10,True,blend
image_0388,1080,1640,864,1152,17.56465596362769,482.9114340604234,6,True,blend
image_0389,1080,1640,864,1152,12.153480995944454,371.4330083904642,9,True,blend
image_0390,1080,1640,864,1152,17.436314470639587,393.6377607740725,9,True,blend
image_0391,1080,1640,864,1152,23.245785714229857,352.84457700992243,9,True,blend
image_0392,1080,1640,864,1152,,390.89813418991594,0,False,no usable fascicle fragments
image_0393,1080,1640,864,1152,7.668768071818063,318.5060537689428,12,True,blend
image_0394,1080,1640,864,1152,20.811716609131878,402.5023409099249,14,True,blend
image_0395,1080,1640,864,1152,12.949345215459019,380.0306487305552,12,True,blend
image_0396,1080,1640,864,1152,12.52223643063659,366.09245703535186,7,True,blend
image_0397,1080,1640,864,1152,13.21531933233212,319.6786093055434,13,True,blend
image_0398,1080,1640,864,1152,19.401791621600534,308.5834226312784,13,True,blend
image_0399,1080,1640,864,1152,14.839453655445734,533.0821675263045,10,True,blend
image_0400,1080,1640,864,1152,18.33807909348111,466.6149333712906,13,True,blend
image_0401,1080,1640,864,1152,12.347056123831218,508.2807746864419,11,True,blend
image_0402,1080,1640,864,1152,6.092930397560405,267.68224475841436,9,True,blend
image_0403,1080,1640,864,1152,12.355277660958004,385.7888346192811,10,True,blend
image_0404,1080,1640,864,1152,10.342975732521637,446.773692919317,16,True,blend
image_0405,1080,1640,864,1152,6.55879926505248,443.83053064691455,12,True,trig
image_0406,1080,1640,864,1152,14.950859723585651,392.54508002396983,16,True,blend
image_0407,1080,1640,864,1152,12.823218432431759,351.0368669137585,14,True,blend
image_0408,1080,1640,864,1152,9.53695932577472,394.7905809570814,12,True,blend
image_0409,1080,1640,864,1152,16.62633344777252,466.19741034402324,11,True,blend
image_0410,1080,1640,864,1152,5.632749523549926,334.7645461830939,8,True,trig
image_0411,1080,1640,864,1152,11.88857779670495,420.1518721035438,12,True,blend
image_0412,1080,1640,864,1152,10.694194058641191,482.397507649205,11,True,blend
image_0413,1080,1640,864,1152,16.88409781690942,399.76705909922134,15,True,blend
image_0414,1080,1640,864,1152,16.056344073474364,434.80866218465803,11,True,blend
image_0415,1080,1640,864,1152,15.51790943381667,433.9298220120225,11,True,blend
image_0416,1080,1640,864,1152,14.4399851211483,381.822760530227,11,True,blend
image_0417,1080,1640,864,1152,14.981621797444593,413.11963640559276,14,True,blend
image_0418,1080,1640,864,1152,6.287500288694607,437.26271216084336,10,True,trig
image_0419,1080,1640,864,1152,17.919689567033682,343.48048233823255,14,True,blend
image_0420,1080,1640,864,1152,13.877711785609005,436.02721839374135,9,True,blend
image_0421,1080,1640,864,1152,15.214065484459024,382.30262736429825,14,True,blend
image_0422,1080,1640,864,1152,6.520712152027974,330.7413756856356,2,True,blend
image_0423,1080,1640,864,1152,15.158989773038446,357.81592753432517,8,True,blend
image_0424,1080,1640,864,1152,16.36864400339314,359.9993422590416,10,True,blend
image_0425,1080,1640,864,1152,15.12992899494832,393.0505786269314,13,True,blend
image_0426,1080,1640,864,1152,8.369936763773074,490.6977297513719,13,True,trig
image_0427,1080,1640,864,1152,9.568662086903363,412.6486148501813,11,True,blend
image_0428,1080,1640,600,800,17.711560330575505,388.24118053508823,15,True,blend
image_0429,1080,1640,688,1234,24.56922279579131,303.4192634322889,16,True,blend
image_0430,1080,1640,688,1234,22.77662331229358,333.10516810313663,14,True,blend
image_0431,1080,1640,688,1234,22.970577117105627,311.2939393038177,9,True,blend
image_0432,1080,1640,688,1234,22.420488954372235,312.1265067235552,16,True,blend
image_0433,1080,1640,688,1234,28.899276076122735,360.73841460914696,9,True,blend
image_0434,1080,1640,688,1234,26.220183967858297,284.83452716141284,10,True,blend
image_0435,1080,1640,688,1234,21.685152257751906,427.3756236003087,11,True,blend
image_0436,1080,1640,688,1234,,293.1709298267605,0,False,no usable fascicle fragments
image_0437,1080,1640,688,1234,21.072287000512848,410.3838990342872,13,True,blend
image_0438,1080,1640,600,800,16.98721620198016,506.6821814600127,7,True,blend
image_0439,1080,1640,688,1234,22.93790997022427,392.7116810919497,6,True,blend
image_0440,1080,1640,688,1234,,393.9688007549894,0,False,no usable fascicle fragments
image_0441,1080,1640,688,1234,21.166487685560227,436.23738748298314,11,True,blend
image_0442,1080,1640,600,800,18.6662862506739,268.33445150603103,7,True,blend
image_0443,1080,1640,600,800,15.579992578364738,551.362474147558,9,True,blend
image_0444,1080,1640,688,1234,23.126357904825035,478.3910280607983,12,True,blend
image_0445,1080,1640,600,800,18.181377420009042,301.0309660776888,8,True,blend
image_0446,1080,1640,600,800,18.494324491617128,380.3465066661156,12,True,blend
image_0447,1080,1640,600,800,20.35940927474607,351.87658149712894,11,True,blend
image_0448,1080,1640,600,800,21.438518451699462,355.92714400801896,7,True,blend
image_0449,1080,1640,600,800,20.72830402148831,334.49275552374246,11,True,blend
image_0450,1080,1640,600,800,18.682891063865032,378.68534950936623,13,True,blend
image_0451,1080,1640,600,800,19.638289941905555,382.26117590643156,9,True,blend
image_0452,1080,1640,600,800,16.213500912722726,408.9298926487454,13,True,blend
image_0453,1080,1640,600,800,17.867461025954697,436.2804949666254,15,True,blend
image_0454,1080,1640,600,800,20.051992419466217,363.7485546124061,11,True,blend
image_0455,1080,1640,512,512,17.913804160740725,331.25975301583713,12,True,blend
image_0456,1080,1640,652,800,,318.2581859888524,0,False,no usable fascicle fragments
image_0457,1080,1640,512,512,18.14516347477179,320.2899340245779,14,True,blend
image_0458,1080,1640,652,800,33.25851816795474,472.24791766177657,4,True,blend
image_0459,1080,1640,512,512,17.31779664306594,217.0732691041675,6,True,blend
image_0460,1080,1640,652,800,20.857461092872818,203.83169586691562,4,True,blend
image_0461,1080,1640,652,800,28.677049155643587,197.48205869129424,1,True,blend
image_0462,1080,1640,652,800,31.512932100963482,189.4699613273266,2,True,blend
image_0463,1080,1640,512,512,18.59677872731165,306.12559189547954,11,True,blend
image_0464,1080,1640,652,800,28.32810265207072,534.8662486451841,2,True,blend
image_0465,1080,1640,512,512,17.798550567047272,259.725343342954,10,True,blend
image_0466,1080,1640,652,800,19.977554703835022,365.2003656119622,5,True,blend
image_0467,1080,1640,652,800,,232.244149931611,0,False,no usable fascicle fragments
image_0468,1080,1640,512,512,18.823025675522604,436.91186023669553,12,True,blend
image_0469,1080,1640,512,512,19.09101044486434,329.4581863354671,15,True,blend
image_0470,1080,1640,512,512,19.175299585027396,381.24354520321003,16,True,blend
image_0471,1080,1640,512,512,18.174572989572688,329.56131398569886,13,True,blend
image_0472,1080,1640,512,512,18.28744878857046,426.9986449933667,12,True,blend
image_0473,1080,1640,652,800,28.356269215240513,262.4001073428585,1,True,blend
image_0474,1080,1640,652,800,15.541148086600895,217.589857623464,3,True,blend
image_0475,1080,1640,512,512,18.541479530835005,262.5846232250506,10,True,blend
image_0476,1080,1640,652,800,26.684956848204298,302.66417214240204,7,True,blend
image_0477,1080,1640,652,800,29.219081385225557,233.98347739504447,6,True,blend
image_0478,1080,1640,512,512,17.745568390277658,328.6710957979576,13,True,blend
image_0479,1080,1640,512,512,21.765186545685346,339.5380652794613,14,True,blend
image_0480,1080,1640,512,512,19.16514330833077,302.5292054283339,11,True,blend
image_0481,1080,1640,512,512,17.61316360642722,300.54545096612304,9,True,blend
image_0482,1080,1640,512,512,18.810046709273443,428.0621744334334,14,True,blend
image_0483,1080,1640,512,512,21.86506057584902,301.2742911376362,12,True,blend
image_0484,1080,1640,512,512,19.401429739735335,300.32125513654347,12,True,blend
image_0485,1080,1640,512,512,16.772282441354243,314.32372841624016,15,True,blend
image_0486,1080,1640,512,512,19.77380403995076,316.2964112666878,12,True,blend
image_0487,1080,1640,512,512,,501.33001840106516,0,False,no usable fascicle fragments
image_0488,1080,1640,512,512,19.86621115933434,278.6619415868365,10,True,blend
image_0489,1080,1640,512,512,18.821810128419663,261.9706402863341,11,True,blend
image_0490,1080,1640,512,512,21.058035231734433,277.7537909378559,9,True,blend
image_0491,1080,1640,512,512,18.06199007348527,283.7641886476676,1,True,blend
image_0492,1080,1640,652,800,,,0,False,fewer than two aponeuroses
image_0493,1080,1640,652,800,25.70003790487341,232.97679456459372,4,True,blend
image_0494,1080,1640,652,800,35.09824484743474,273.1710364236071,3,True,blend
image_0495,1080,1640,512,512,20.439414778255745,321.331031274462,11,True,blend
image_0496,1080,1640,512,512,19.482726167272094,330.44725064908175,13,True,blend
image_0497,1080,1640,652,800,30.79509538448389,189.457570248416,3,True,blend
image_0498,1080,1640,512,512,20.500940855034067,437.2569382484466,12,True,blend
image_0499,1080,1640,512,512,17.05413961799599,280.6054844686377,10,True,blend
image_0500,1080,1640,652,800,25.559671365078113,185.35512898029947,3,True,blend
image_0501,1080,1640,652,800,17.172206741132644,250.9534612298195,7,True,blend
image_0502,1080,1640,652,800,27.042093770902408,520.3496853242139,3,True,blend
image_0503,1080,1640,512,512,20.66980719049443,341.66862329235323,11,True,blend
image_0504,1080,1640,512,512,21.06076802525246,418.2407554087427,13,True,blend
image_0505,1080,1640,652,800,29.454168734959442,250.81334037377857,2,True,blend
image_0506,1080,1640,512,512,21.139690479741258,284.04659405982,9,True,blend
image_0507,1080,1640,512,512,18.453921826248276,237.2494195015406,10,True,blend
image_0508,1080,1640,652,800,29.32794837269247,98.10615380149568,1,True,blend
image_0509,1080,1640,652,800,25.276275668158792,190.6630625235689,6,True,blend
image_0510,1080,1640,512,512,20.280458429227984,358.3289466786282,13,True,blend
image_0511,1080,1640,652,800,,,0,False,fewer than two aponeuroses
image_0512,1080,1640,512,512,20.408755651242323,244.04573198478352,11,True,blend
image_0513,1080,1640,512,512,16.472278293941976,243.262928866606,11,True,blend
image_0514,1080,1640,512,512,22.583854326884122,313.9918893482375,13,True,blend
image_0515,1080,1640,512,512,21.333671974029077,345.4625342496,12,True,blend
image_0516,1080,1640,652,800,26.32892615881802,544.0631688262273,4,True,blend
image_0517,1080,1640,512,512,17.73554927421746,258.9392021882303,10,True,blend
image_0518,1080,1640,512,512,18.659214217682777,320.31902121745674,13,True,blend
image_0519,1080,1640,652,800,27.13383863613766,221.02580878362303,7,True,blend
image_0520,1080,1640,512,512,16.23096375681495,281.8927835429524,10,True,blend
image_0521,1080,1640,512,512,19.956490247901055,354.1836754233265,11,True,blend
image_0522,1080,1640,512,512,19.932407440012405,274.23588788177,10,True,blend
image_0523,1080,1640,652,800,,188.91882622989544,0,False,no usable fascicle fragments
image_0524,1080,1640,652,800,24.754586849443477,160.1095566239157,3,True,blend
image_0525,1080,1640,652,800,30.51484984950891,204.96445652763921,5,True,blend
image_0526,1080,1640,652,800,,251.04944866225765,0,False,no usable fascicle fragments
image_0527,1080,1640,512,512,19.101435513732362,231.79766114121776,9,True,blend
image_0528,1080,1640,512,512,17.772986917722378,263.17145133632835,10,True,blend
image_0529,1080,1640,512,512,21.51234033953046,347.70207312374555,14,True,blend
image_0530,1080,1640,512,512,20.428640552978155,435.76838073959595,14,True,blend
image_0531,1080,1640,652,800,29.01847660137369,563.393194516784,3,True,blend
image_0532,1080,1640,652,800,21.686718127627962,203.84845613201978,8,True,blend
image_0533,1080,1640,512,512,20.777876323013473,434.61000749251286,14,True,blend
image_0534,1080,1640,512,512,20.290532818472187,430.44409823911343,13,True,blend
image_0535,1080,1640,652,800,22.955056886111027,240.8647697021939,3,True,blend
image_0536,1080,1640,512,512,22.825814056130355,303.58285262043756,1,True,blend
image_0537,1080,1640,512,512,21.630120774118055,323.0567342837021,8,True,blend
image_0538,1080,1640,512,512,22.901350520695637,296.8973687584366,8,True,blend
image_0539,1080,1640,652,800,27.739876634821826,181.1199581549249,3,True,blend
image_0540,1080,1640,512,512,19.833530035181578,321.73502413906925,7,True,blend
image_0541,1080,1640,512,512,24.562173246595776,508.456924212787,2,True,blend
image_0542,1080,1640,512,512,23.52751364561248,333.57950041450306,9,True,blend
image_0543,1080,1640,652,800,27.158724620432043,188.0815584508234,5,True,blend
image_0544,1080,1640,512,512,22.21147494471269,290.09268595564845,7,True,blend
image_0545,1080,1640,652,800,27.976813473797595,272.75378100393795,4,True,blend
image_0546,1080,1640,652,800,,264.57667403582167,0,False,no usable fascicle fragments
image_0547,1080,1640,512,512,23.387892906905748,303.79747407413504,7,True,blend
image_0548,1080,1640,512,512,22.618340240687235,322.39799766627533,6,True,blend
image_0549,1080,1640,512,512,20.778528931316856,300.58495101524517,7,True,blend
image_0550,1080,1640,512,512,22.981276651421165,356.8560669648676,8,True,blend
image_0551,1080,1640,652,800,23.625560915789354,234.18756832939943,2,True,blend
image_0552,1080,1640,512,512,29.763693138378652,504.9049094610233,1,True,blend
image_0553,1080,1640,512,512,18.75370019313233,265.4974166598226,7,True,blend
image_0554,1080,1640,512,512,22.33143849266752,439.47669364544714,9,True,blend
image_0555,1080,1640,512,512,20.81980637556898,271.5728659635226,6,True,blend
image_0556,1080,1640,652,800,27.79049014325635,264.44004201749823,2,True,blend
image_0557,1080,1640,512,512,21.821342763751375,355.19158324559925,8,True,blend
image_0558,1080,1640,512,512,21.973299197894526,315.8450417698196,6,True,blend
image_0559,1080,1640,512,512,19.423082660617478,335.7096738167639,8,True,blend
image_0560,1080,1640,652,800,,,0,False,fewer than two aponeuroses
image_0561,1080,1640,652,800,22.131690490723546,219.31811810460653,5,True,blend
image_0562,1080,1640,512,512,27.013798712798067,502.16828664685437,2,True,blend
image_0563,1080,1640,512,512,22.6334209504742,253.91434653779325,5,True,blend
image_0564,1080,1640,512,512,20.196474857651012,299.7038261673806,5,True,blend
image_0565,1080,1640,512,512,22.214244583839353,324.3331287873787,6,True,blend
image_0566,1080,1640,512,512,19.31814755975506,277.7284320321748,6,True,blend
image_0567,1080,1640,512,512,18.817737734006062,323.8819891586543,7,True,blend
image_0568,1080,1640,512,512,,252.32575610328254,0,False,no usable fascicle fragments
image_0569,1080,1640,512,512,20.424606929340143,291.9723202826437,6,True,blend
image_0570,1080,1640,512,512,15.93649647826331,253.61616281869226,5,True,blend
image_0571,1080,1640,652,800,32.7375759095335,225.3507503666107,5,True,blend
image_0572,1080,1640,652,800,36.27946420070021,263.53961338752396,1,True,blend
image_0573,1080,1640,512,512,20.227724268671167,256.2317565273854,8,True,blend
image_0574,1080,1640,512,512,19.057883899873204,295.79420166660685,6,True,blend
image_0575,1080,1640,512,512,18.271040101995503,283.4483207297861,6,True,blend
image_0576,1080,1640,512,512,21.736188816758276,353.73426887689664,7,True,blend
image_0577,1080,1640,652,800,29.093745927171266,236.90824598818327,1,True,blend
image_0578,1080,1640,512,512,29.434159936369262,467.8933173787028,1,True,blend
image_0579,1080,1640,512,512,20.739646999875085,270.1463284402243,9,True,blend
image_0580,1080,1640,512,512,,500.00716658743863,0,False,no usable fascicle fragments
image_0581,1080,1640,512,512,20.269626904934878,269.10758196373246,7,True,blend
image_0582,1080,1640,512,512,23.607499034063093,394.5543294459205,9,True,blend
image_0583,1080,1640,512,512,23.839006740851143,264.49196226027624,6,True,blend
image_0584,1080,1640,652,800,23.076289626800307,241.96837891810782,5,True,blend
image_0585,1080,1640,512,512,22.587905869634483,311.96040855565235,7,True,blend
image_0586,1080,1640,652,800,28.767793312251143,237.6282789322016,2,True,blend
image_0587,1080,1640,652,800,23.610414167555803,250.91072072239456,7,True,blend
image_0588,1080,1640,652,800,,332.87809706388765,0,False,no usable fascicle fragments
image_0589,1080,1640,512,512,22.26909119316899,423.31889204691123,10,True,blend
image_0590,1080,1640,652,800,,338.71863589914574,0,False,no usable fascicle fragments
image_0591,1080,1640,652,800,31.45529883302551,494.91305596535017,4,True,blend
image_0592,1080,1640,512,512,23.015502566011723,351.8987230495906,8,True,blend
image_0593,1080,1640,512,512,24.12084875719104,376.05111140967944,9,True,blend
image_0594,1080,1640,512,512,23.465107852667558,306.72200200696176,8,True,blend
image_0595,1080,1640,652,800,,,0,False,no plausible aponeurosis pair
image_0596,1080,1640,512,512,22.64545379240171,274.29340013931727,2,True,blend
image_0597,1080,1640,652,800,31.521138364398794,194.86862176141022,4,True,blend
image_0598,1080,1640,512,512,21.01650894125273,322.51743081291096,8,True,blend
image_0599,1080,1640,512,512,23.854892851947348,353.42378857514154,9,True,blend
image_0600,1080,1640,512,512,22.573057551455634,418.70289356650636,10,True,blend
image_0601,1080,1640,512,512,25.982933985600475,342.846346337436,8,True,blend
image_0602,1080,1640,512,512,22.104286520080464,358.828582705391,9,True,blend
image_0603,1080,1640,652,800,25.12859510636939,265.0121598034953,8,True,blend
image_0604,1080,1640,512,512,22.929427954776962,335.993648768311,11,True,blend
image_0605,1080,1640,512,512,23.75537842266007,404.79168051493366,8,True,blend
image_0606,1080,1640,512,512,22.728155739697268,356.88907948791103,9,True,blend
image_0607,1080,1640,652,800,31.349649085855514,315.21539662720085,7,True,blend
image_0608,1080,1640,652,800,30.663315063446802,312.91486187966285,9,True,blend
image_0609,1080,1640,512,512,22.038296991419678,280.81530103922756,8,True,blend
image_0610,1080,1640,512,512,23.179934929100423,314.762368677692,9,True,blend
image_0611,1080,1640,512,512,24.018351766332415,343.5857199762642,9,True,blend
image_0612,1080,1640,652,800,25.03941761985064,277.2305683106272,9,True,blend
image_0613,1080,1640,512,512,21.190258340623746,397.7259297653995,11,True,blend
image_0614,1080,1640,512,512,24.092790457139905,331.0118683920504,8,True,blend
image_0615,1080,1640,512,512,30.112279211593638,270.18986284587083,2,True,blend
image_0616,1080,1640,512,512,21.636405381451105,249.8476510145233,9,True,blend
image_0617,1080,1640,512,512,22.175730724000395,355.226835462083,10,True,blend
image_0618,1080,1640,652,800,25.959026981528424,210.33722391779733,6,True,blend
image_0619,1080,1640,512,512,25.308658163579466,329.0037531314798,10,True,blend
image_0620,1080,1640,652,800,38.098665596173305,156.77411337145654,5,True,blend
image_0621,1080,1640,512,512,26.76115233227062,273.8255443363584,2,True,blend
image_0622,1080,1640,512,512,24.854776115575287,301.737435133331,7,True,blend
image_0623,1080,1640,512,512,23.044290744228142,416.99686539236563,10,True,blend
image_0624,1080,1640,512,512,23.08450291859222,418.7240565586621,9,True,blend
image_0625,1080,1640,652,800,27.301650595661027,260.7813990270848,7,True,blend
image_0626,1080,1640,652,800,23.271500068466946,208.4464750464664,5,True,blend
image_0627,1080,1640,512,512,22.94527363200417,351.4807743673787,7,True,blend
image_0628,1080,1640,512,512,23.94276527405755,255.02638327129202,6,True,blend
image_0629,1080,1640,652,800,31.432905827289012,547.141297820681,4,True,blend
image_0630,1080,1640,652,800,31.9940765596754,223.94475756812307,5,True,blend
image_0631,1080,1640,512,512,28.75424952178681,272.1369459175742,2,True,blend
image_0632,1080,1640,512,512,22.755434487939098,337.2547001349387,8,True,blend
image_0633,1080,1640,652,800,29.936297309866905,557.4823024998587,5,True,blend
image_0634,1080,1640,652,800,36.712654725993005,204.57531156030896,5,True,blend
image_0635,1080,1640,652,800,26.039207648518698,258.6379032127051,7,True,blend
image_0636,1080,1640,512,512,26.128280038645443,337.55655715063153,8,True,blend
image_0637,1080,1640,512,512,24.659462791742705,367.4379030055681,8,True,blend
image_0638,1080,1640,512,512,25.00313447741607,371.42286309749016,9,True,blend
image_0639,1080,1640,512,512,23.994499404348577,390.06758364359877,9,True,blend
image_0640,1080,1640,512,512,21.593936541679934,347.9476948148872,8,True,blend
image_0641,1080,1640,512,512,20.246285306746387,257.3744200859853,6,True,blend
image_0642,1080,1640,652,800,29.3681556800131,142.21583032625608,5,True,blend
image_0643,1080,1640,512,512,22.72971782918723,292.2224905154642,7,True,blend
image_0644,1080,1640,512,512,20.94989689270117,234.98906755942048,6,True,blend
image_0645,1080,1640,512,512,23.998870028569485,342.45252029843516,8,True,blend
image_0646,1080,1640,512,512,21.576423555453044,290.8350857966412,6,True,blend
image_0647,1080,1640,512,512,25.449907954615668,324.29596250516107,8,True,blend
image_0648,1080,1640,512,512,24.717024028879706,329.8769522054224,8,True,blend
image_0649,1080,1640,512,512,21.515595880626247,409.3853558864016,10,True,blend
image_0650,1080,1640,512,512,21.37409211617191,418.4722821096399,10,True,blend
image_0651,1080,1640,512,512,22.618903875067645,335.41477549885883,9,True,blend
image_0652,1080,1640,512,512,23.671863921394493,356.498687469748,8,True,blend
image_0653,1080,1640,652,800,34.385510470386684,247.75891592103937,7,True,blend
image_0654,1080,1640,512,512,23.905782974085263,350.2420748055869,7,True,blend
image_0655,1080,1640,512,512,21.99113393438024,267.3863719179596,5,True,blend
image_0656,1080,1640,512,512,24.067139519164137,388.760236484867,8,True,blend
image_0657,1080,1640,512,512,21.047762169917736,313.64344516313105,7,True,blend
image_0658,1080,1640,512,512,18.93567537999111,323.7042642761743,7,True,blend
image_0659,1080,1640,512,512,21.84890305573325,350.4205259114052,7,True,blend
image_0660,1080,1640,512,512,19.95650340867774,339.9215379945756,6,True,blend
image_0661,1080,1640,512,512,17.703272028268977,299.1202757406681,6,True,blend
image_0662,1080,1640,512,512,18.342775912407024,247.87498116115955,5,True,blend
image_0663,1080,1640,652,800,21.421685430179593,228.76040259793052,4,True,blend
image_0664,1080,1640,512,512,15.012698717866037,375.73849129886133,8,True,blend
image_0665,1080,1640,512,512,16.205756050022877,274.062135880996,6,True,blend
image_0666,1080,1640,512,512,13.411265240484601,284.7417303396636,7,True,blend
image_0667,1080,1640,512,512,14.199001345843245,263.58259552485555,6,True,blend
image_0668,1080,1640,512,512,14.507565037016352,328.7172443348571,7,True,blend
image_0669,1080,1640,512,512,13.182280844854581,298.00615622414284,8,True,blend
image_0670,1080,1640,512,512,16.174440756746733,360.7147322022018,7,True,blend
image_0671,556,660,512,512,6.600660571692949,121.65507607783152,11,True,blend
image_0672,556,660,512,512,6.041273303481475,177.01435396961506,14,True,blend
image_0673,556,660,512,512,8.007608358451147,220.6744205393934,16,True,blend
image_0674,556,660,512,512,9.97544498897397,122.38764033137971,11,True,blend
image_0675,556,660,512,512,11.519062722688926,181.78541626708554,11,True,blend
image_0676,556,660,512,512,9.373123593324838,124.43872163258355,10,True,blend
image_0677,556,660,512,512,10.693651742588345,169.22893772783686,13,True,blend
image_0678,556,660,512,512,12.011650797435586,188.62812654943727,9,True,blend
image_0679,556,660,512,512,9.520587502956033,123.95449448207194,4,True,blend
image_0680,556,660,512,512,8.989023199098062,124.36292765374515,10,True,blend
image_0681,556,660,512,512,9.551321098171675,138.16324315321447,11,True,blend
image_0682,556,660,512,512,11.152030011485818,149.07890597267377,13,True,blend
image_0683,556,660,512,512,10.694519142339221,143.41678277309794,11,True,blend
image_0684,556,660,512,512,7.306559056701749,171.99138938470037,16,True,blend
image_0685,556,660,512,512,6.6704459220689225,156.31178026632685,19,True,blend
image_0686,556,660,512,512,5.296956302320925,143.79374082681161,12,True,blend
image_0687,556,660,512,512,4.255600598450098,154.8208841666009,12,True,blend
image_0688,556,660,512,512,6.369383625829597,163.94822138975445,16,True,blend
image_0689,556,660,512,512,7.961972850095929,198.24748566336785,12,True,blend
image_0690,556,660,512,512,,157.93303753468692,0,False,no usable fascicle fragments
image_0691,556,660,556,660,16.080694283335195,160.39880228169898,13,True,blend
image_0692,556,660,556,660,23.091462556835555,170.91563851008104,8,True,blend
image_0693,556,660,556,660,17.890632956182642,166.02167170573992,8,True,blend
image_0694,556,660,556,660,21.858695144984722,164.3504997712503,4,True,blend
image_0695,556,660,556,660,20.25888089735342,178.1118928870254,10,True,blend
image_0696,556,660,556,660,17.77119313133413,156.16314709498923,11,True,blend
image_0697,556,660,556,660,18.055518899332395,170.98806259218318,11,True,blend
image_0698,556,660,556,660,16.32897165227715,163.62800812182283,13,True,blend
image_0699,556,660,556,660,16.570015020262385,166.59660680162347,9,True,blend
image_0700,556,660,556,660,14.998158052096562,159.872211002699,11,True,blend
image_0701,556,660,556,660,14.748079043928957,171.90590172442444,12,True,blend
image_0702,556,660,556,660,14.993009484692728,179.95478788104595,18,True,blend
image_0703,556,660,556,660,13.493525212643203,164.81129123299047,18,True,blend
image_0704,556,660,556,660,16.315846547521062,162.22252678678288,13,True,blend
image_0705,556,660,556,660,16.525469203459387,168.9339452097729,14,True,blend
image_0706,556,660,556,660,16.45816005665196,171.96572436220723,13,True,blend
image_0707,556,660,556,660,18.41225712971812,170.4136355443936,6,True,blend
image_0708,556,660,556,660,16.81947549396878,152.5619607582474,7,True,blend
image_0709,556,660,556,660,16.255686446987916,166.4193714539978,7,True,blend
image_0710,556,660,556,660,18.546278610758524,127.21494656751163,9,True,blend
image_0711,556,660,556,660,16.618585439592284,127.87367335640153,7,True,blend
image_0712,556,660,556,660,16.21926305759817,129.3916069301448,8,True,blend
image_0713,556,660,556,660,14.730968954242456,132.3354568025235,14,True,blend
image_0714,556,660,556,660,16.025960866181443,118.6418312254119,12,True,blend
image_0715,556,660,556,660,15.41153048731751,128.54893079178808,13,True,blend
image_0716,556,660,556,660,15.777880173800819,132.52062436084194,13,True,blend
image_0717,556,660,556,660,14.735518803065862,134.819507663062,10,True,blend
image_0718,556,660,556,660,14.51566492638653,133.30652017410654,11,True,blend
image_0719,556,660,556,660,15.887171878414854,133.92417958053784,18,True,blend
image_0720,556,660,556,660,15.533232145084101,140.02139630615946,15,True,blend
image_0721,556,660,556,660,16.99644092150111,141.2278945139923,20,True,blend
image_0722,556,660,556,660,16.26467102709377,133.55076169740735,14,True,blend
image_0723,556,660,556,660,15.776038296016928,133.27976829856718,14,True,blend
image_0724,556,660,556,660,14.172824223606886,131.50321893408227,15,True,blend
image_0725,556,660,556,660,15.942666927601477,137.87721211260245,16,True,blend
image_0726,556,660,556,660,14.048042241886968,139.522526634585,13,True,blend
image_0727,556,660,556,660,14.977040072507803,135.54917570855562,15,True,blend
image_0728,556,660,556,660,14.684904396866838,135.31625772653987,15,True,blend
image_0729,556,660,556,660,13.227534933352867,168.5254031084455,12,True,blend
image_0730,556,660,556,660,13.193641885953241,175.63038963737313,16,True,blend
image_0731,556,660,556,660,13.411847451476586,171.3799914162939,16,True,blend
image_0732,556,660,556,660,10.7254216702228,154.51071990244915,16,True,blend
image_0733,556,660,556,660,12.090264339111812,163.522983130969,16,True,blend
image_0734,556,660,556,660,12.433848855667021,159.21647714119658,21,True,blend
image_0735,556,660,556,660,12.619566011762206,161.82443661795963,14,True,blend
image_0736,556,660,556,660,14.389783163691709,165.15030540462976,19,True,blend
image_0737,556,660,556,660,13.357205322727957,165.5100470079034,13,True,blend
image_0738,556,660,556,660,12.831825557679448,157.2167105629828,15,True,blend
image_0739,556,660,556,660,13.044456480475745,168.0985627402526,15,True,blend
image_0740,556,660,556,660,12.497543876391786,160.14078518817738,15,True,blend
image_0741,556,660,556,660,14.46432923985848,172.94340041446083,15,True,blend
image_0742,556,660,556,660,14.650439934170082,165.397254914183,13,True,blend
image_0743,556,660,556,660,13.066059057618453,166.23179527740314,12,True,blend
image_0744,556,660,556,660,11.657436606216338,174.8441578992848,11,True,blend
image_0745,556,660,556,660,12.857616515884004,169.32346728098958,11,True,blend
